"ZIP
code [1]",Size of adjusted gross income,Amount
52591,"$50,000 under $75,000",13025
52591,"$75,000 under $100,000",12211
52591,"$100,000 under $200,000",16901
52591,"$200,000 or more",8352
,,
52594,,"6,865"
52594,"$1 under $25,000",638
52594,"$25,000 under $50,000",1523
52594,"$50,000 under $75,000",1652
52594,"$75,000 under $100,000",3052
52594,"$100,000 under $200,000",**
52594,"$200,000 or more",**
,,
52601,,"715,875"
52601,"$1 under $25,000",73061
52601,"$25,000 under $50,000",133030
52601,"$50,000 under $75,000",127575
52601,"$75,000 under $100,000",104744
52601,"$100,000 under $200,000",155056
52601,"$200,000 or more",122409
,,
52619,,"12,779"
52619,"$1 under $25,000",1127
52619,"$25,000 under $50,000",2743
52619,"$50,000 under $75,000",2374
52619,"$75,000 under $100,000",2775
52619,"$100,000 under $200,000",3760
52619,"$200,000 or more",**
,,
52620,,"15,040"
52620,"$1 under $25,000",1990
52620,"$25,000 under $50,000",3794
52620,"$50,000 under $75,000",3551
52620,"$75,000 under $100,000",2284
52620,"$100,000 under $200,000",3421
52620,"$200,000 or more",**
,,
52621,,"17,065"
52621,"$1 under $25,000",1437
52621,"$25,000 under $50,000",3611
52621,"$50,000 under $75,000",2952
52621,"$75,000 under $100,000",3868
52621,"$100,000 under $200,000",5197
52621,"$200,000 or more",**
,,
52623,,"55,295"
52623,"$1 under $25,000",3891
52623,"$25,000 under $50,000",8862
52623,"$50,000 under $75,000",9776
52623,"$75,000 under $100,000",10473
52623,"$100,000 under $200,000",22293
52623,"$200,000 or more",**
,,
52625,,"64,732"
52625,"$1 under $25,000",4843
52625,"$25,000 under $50,000",11632
52625,"$50,000 under $75,000",13926
52625,"$75,000 under $100,000",14115
52625,"$100,000 under $200,000",20216
52625,"$200,000 or more",**
,,
52626,,"22,041"
52626,"$1 under $25,000",2614
52626,"$25,000 under $50,000",5851
52626,"$50,000 under $75,000",5125
52626,"$75,000 under $100,000",4198
52626,"$100,000 under $200,000",4253
52626,"$200,000 or more",**
,,
52627,,"289,922"
52627,"$1 under $25,000",27871
52627,"$25,000 under $50,000",55237
52627,"$50,000 under $75,000",53630
52627,"$75,000 under $100,000",45037
52627,"$100,000 under $200,000",57811
52627,"$200,000 or more",50336
,,
52630,,"7,907"
52630,"$1 under $25,000",811
52630,"$25,000 under $50,000",1618
52630,"$50,000 under $75,000",1783
52630,"$75,000 under $100,000",3695
52630,"$100,000 under $200,000",**
52630,"$200,000 or more",**
,,
52632,,"249,060"
52632,"$1 under $25,000",29937
52632,"$25,000 under $50,000",53222
52632,"$50,000 under $75,000",51174
52632,"$75,000 under $100,000",39798
52632,"$100,000 under $200,000",49343
52632,"$200,000 or more",25586
,,
52635,,"12,730"
52635,"$1 under $25,000",1591
52635,"$25,000 under $50,000",2979
52635,"$50,000 under $75,000",3098
52635,"$75,000 under $100,000",2400
52635,"$100,000 under $200,000",2662
52635,"$200,000 or more",**
,,
52637,,"72,407"
52637,"$1 under $25,000",4638
52637,"$25,000 under $50,000",9955
52637,"$50,000 under $75,000",12336
52637,"$75,000 under $100,000",11894
52637,"$100,000 under $200,000",18122
52637,"$200,000 or more",15462
,,
52638,,"12,598"
52638,"$1 under $25,000",878
52638,"$25,000 under $50,000",2526
52638,"$50,000 under $75,000",3225
52638,"$75,000 under $100,000",2739
52638,"$100,000 under $200,000",3230
52638,"$200,000 or more",**
,,
52639,,"41,937"
52639,"$1 under $25,000",3894
52639,"$25,000 under $50,000",8872
52639,"$50,000 under $75,000",9701
52639,"$75,000 under $100,000",8813
52639,"$100,000 under $200,000",10657
52639,"$200,000 or more",**
,,
52640,,"30,486"
52640,"$1 under $25,000",2356
52640,"$25,000 under $50,000",6143
52640,"$50,000 under $75,000",6147
52640,"$75,000 under $100,000",6005
52640,"$100,000 under $200,000",9835
52640,"$200,000 or more",**
,,
52641,,"283,130"
52641,"$1 under $25,000",25600
52641,"$25,000 under $50,000",48920
52641,"$50,000 under $75,000",50902
52641,"$75,000 under $100,000",45021
52641,"$100,000 under $200,000",68342
52641,"$200,000 or more",44345
,,
52644,,"10,170"
52644,"$1 under $25,000",881
52644,"$25,000 under $50,000",2098
52644,"$50,000 under $75,000",3819
52644,"$75,000 under $100,000",**
52644,"$100,000 under $200,000",3372
52644,"$200,000 or more",**
,,
52645,,"73,816"
52645,"$1 under $25,000",5855
52645,"$25,000 under $50,000",13604
52645,"$50,000 under $75,000",16436
52645,"$75,000 under $100,000",15683
52645,"$100,000 under $200,000",22238
52645,"$200,000 or more",**
,,
52646,,"9,540"
52646,"$1 under $25,000",800
52646,"$25,000 under $50,000",1491
52646,"$50,000 under $75,000",1773
52646,"$75,000 under $100,000",2162
52646,"$100,000 under $200,000",3314
52646,"$200,000 or more",**
,,
52649,,"22,181"
52649,"$1 under $25,000",2108
52649,"$25,000 under $50,000",4468
52649,"$50,000 under $75,000",4539
52649,"$75,000 under $100,000",3558
52649,"$100,000 under $200,000",7508
52649,"$200,000 or more",**
,,
52650,,"24,719"
52650,"$1 under $25,000",1337
52650,"$25,000 under $50,000",3968
52650,"$50,000 under $75,000",4275
52650,"$75,000 under $100,000",5730
52650,"$100,000 under $200,000",9409
52650,"$200,000 or more",**
,,
52651,,"12,315"
52651,"$1 under $25,000",1193
52651,"$25,000 under $50,000",2324
52651,"$50,000 under $75,000",2391
52651,"$75,000 under $100,000",6407
52651,"$100,000 under $200,000",**
52651,"$200,000 or more",**
,,
52653,,"79,335"
52653,"$1 under $25,000",6636
52653,"$25,000 under $50,000",14219
52653,"$50,000 under $75,000",17365
52653,"$75,000 under $100,000",16186
52653,"$100,000 under $200,000",24929
52653,"$200,000 or more",**
,,
52654,,"36,111"
52654,"$1 under $25,000",3123
52654,"$25,000 under $50,000",6546
52654,"$50,000 under $75,000",8410
52654,"$75,000 under $100,000",7027
52654,"$100,000 under $200,000",11005
52654,"$200,000 or more",**
,,
52655,,"115,134"
52655,"$1 under $25,000",9833
52655,"$25,000 under $50,000",19375
52655,"$50,000 under $75,000",19674
52655,"$75,000 under $100,000",19097
52655,"$100,000 under $200,000",26989
52655,"$200,000 or more",20166
,,
52656,,"72,404"
52656,"$1 under $25,000",4277
52656,"$25,000 under $50,000",9329
52656,"$50,000 under $75,000",12045
52656,"$75,000 under $100,000",13617
52656,"$100,000 under $200,000",17545
52656,"$200,000 or more",15591
,,
52658,,"33,460"
52658,"$1 under $25,000",2126
52658,"$25,000 under $50,000",4346
52658,"$50,000 under $75,000",5077
52658,"$75,000 under $100,000",4946
52658,"$100,000 under $200,000",16965
52658,"$200,000 or more",**
,,
52659,,"36,540"
52659,"$1 under $25,000",2886
52659,"$25,000 under $50,000",7401
52659,"$50,000 under $75,000",6237
52659,"$75,000 under $100,000",6072
52659,"$100,000 under $200,000",13944
52659,"$200,000 or more",**
,,
52660,,"7,435"
52660,"$1 under $25,000",446
52660,"$25,000 under $50,000",1106
52660,"$50,000 under $75,000",1531
52660,"$75,000 under $100,000",4352
52660,"$100,000 under $200,000",**
52660,"$200,000 or more",**
,,
52720,,"22,215"
52720,"$1 under $25,000",1484
52720,"$25,000 under $50,000",4221
52720,"$50,000 under $75,000",4443
52720,"$75,000 under $100,000",6033
52720,"$100,000 under $200,000",6034
52720,"$200,000 or more",**
,,
52721,,"21,268"
52721,"$1 under $25,000",1113
52721,"$25,000 under $50,000",3415
52721,"$50,000 under $75,000",4625
52721,"$75,000 under $100,000",3144
52721,"$100,000 under $200,000",8971
52721,"$200,000 or more",**
,,
52722,,"1,803,514"
52722,"$1 under $25,000",60128
52722,"$25,000 under $50,000",125493
52722,"$50,000 under $75,000",164179
52722,"$75,000 under $100,000",183883
52722,"$100,000 under $200,000",489034
52722,"$200,000 or more",780797
,,
52726,,"162,061"
52726,"$1 under $25,000",7082
52726,"$25,000 under $50,000",14491
52726,"$50,000 under $75,000",21426
52726,"$75,000 under $100,000",28446
52726,"$100,000 under $200,000",64006
52726,"$200,000 or more",26610
,,
52727,,"10,695"
52727,"$1 under $25,000",839
52727,"$25,000 under $50,000",1314
52727,"$50,000 under $75,000",2248
52727,"$75,000 under $100,000",2837
52727,"$100,000 under $200,000",3457
52727,"$200,000 or more",**
,,
52729,,"23,983"
52729,"$1 under $25,000",1446
52729,"$25,000 under $50,000",3453
52729,"$50,000 under $75,000",5193
52729,"$75,000 under $100,000",4438
52729,"$100,000 under $200,000",9453
52729,"$200,000 or more",**
,,
52730,,"122,908"
52730,"$1 under $25,000",10184
52730,"$25,000 under $50,000",18786
52730,"$50,000 under $75,000",23886
52730,"$75,000 under $100,000",26894
52730,"$100,000 under $200,000",35595
52730,"$200,000 or more",7563
,,
52731,,"22,280"
52731,"$1 under $25,000",1801
52731,"$25,000 under $50,000",3490
52731,"$50,000 under $75,000",4041
52731,"$75,000 under $100,000",4648
52731,"$100,000 under $200,000",8300
52731,"$200,000 or more",**
,,
52732,,"594,707"
52732,"$1 under $25,000",66293
52732,"$25,000 under $50,000",109112
52732,"$50,000 under $75,000",111818
52732,"$75,000 under $100,000",100205
52732,"$100,000 under $200,000",140851
52732,"$200,000 or more",66428
,,
52737,,"6,859"
52737,"$1 under $25,000",1019
52737,"$25,000 under $50,000",2026
52737,"$50,000 under $75,000",1680
52737,"$75,000 under $100,000",2134
52737,"$100,000 under $200,000",**
52737,"$200,000 or more",0
,,
52738,,"82,716"
52738,"$1 under $25,000",7202
52738,"$25,000 under $50,000",20735
52738,"$50,000 under $75,000",17094
52738,"$75,000 under $100,000",12884
52738,"$100,000 under $200,000",24801
52738,"$200,000 or more",**
,,
52739,,"14,056"
52739,"$1 under $25,000",1588
52739,"$25,000 under $50,000",4656
52739,"$50,000 under $75,000",3190
52739,"$75,000 under $100,000",4622
52739,"$100,000 under $200,000",**
52739,"$200,000 or more",**
,,
52742,,"236,293"
52742,"$1 under $25,000",14893
52742,"$25,000 under $50,000",26965
52742,"$50,000 under $75,000",36809
52742,"$75,000 under $100,000",38608
52742,"$100,000 under $200,000",82729
52742,"$200,000 or more",36289
,,
52745,,"16,728"
52745,"$1 under $25,000",1036
52745,"$25,000 under $50,000",2718
52745,"$50,000 under $75,000",3403
52745,"$75,000 under $100,000",2836
52745,"$100,000 under $200,000",6735
52745,"$200,000 or more",**
,,
52746,,"28,210"
52746,"$1 under $25,000",1628
52746,"$25,000 under $50,000",3440
52746,"$50,000 under $75,000",4283
52746,"$75,000 under $100,000",5698
52746,"$100,000 under $200,000",13161
52746,"$200,000 or more",**
,,
52747,,"68,380"
52747,"$1 under $25,000",4247
52747,"$25,000 under $50,000",8188
52747,"$50,000 under $75,000",10221
52747,"$75,000 under $100,000",13473
52747,"$100,000 under $200,000",23217
52747,"$200,000 or more",9034
,,
52748,,"337,914"
52748,"$1 under $25,000",16222
52748,"$25,000 under $50,000",30441
52748,"$50,000 under $75,000",37419
52748,"$75,000 under $100,000",46036
52748,"$100,000 under $200,000",123544
52748,"$200,000 or more",84252
,,
52749,,"26,999"
52749,"$1 under $25,000",1661
52749,"$25,000 under $50,000",3696
52749,"$50,000 under $75,000",4367
52749,"$75,000 under $100,000",6086
52749,"$100,000 under $200,000",11189
52749,"$200,000 or more",**
,,
52750,,"15,427"
52750,"$1 under $25,000",997
52750,"$25,000 under $50,000",2327
52750,"$50,000 under $75,000",2954
52750,"$75,000 under $100,000",3974
52750,"$100,000 under $200,000",5175
52750,"$200,000 or more",**
,,
52751,,"27,290"
52751,"$1 under $25,000",1689
52751,"$25,000 under $50,000",4072
52751,"$50,000 under $75,000",6770
52751,"$75,000 under $100,000",6667
52751,"$100,000 under $200,000",8092
52751,"$200,000 or more",**
,,
52753,,"236,935"
52753,"$1 under $25,000",8218
52753,"$25,000 under $50,000",17512
52753,"$50,000 under $75,000",23254
52753,"$75,000 under $100,000",29052
52753,"$100,000 under $200,000",78761
52753,"$200,000 or more",80138
,,
52754,,"35,928"
52754,"$1 under $25,000",2067
52754,"$25,000 under $50,000",5513
52754,"$50,000 under $75,000",6805
52754,"$75,000 under $100,000",6245
52754,"$100,000 under $200,000",15298
52754,"$200,000 or more",**
,,
52755,,"58,183"
52755,"$1 under $25,000",3528
52755,"$25,000 under $50,000",9720
52755,"$50,000 under $75,000",10101
52755,"$75,000 under $100,000",10049
52755,"$100,000 under $200,000",24785
52755,"$200,000 or more",**
,,
52756,,"79,041"
52756,"$1 under $25,000",4002
52756,"$25,000 under $50,000",6612
52756,"$50,000 under $75,000",8888
52756,"$75,000 under $100,000",14143
52756,"$100,000 under $200,000",29689
52756,"$200,000 or more",15707
,,
52760,,"16,154"
52760,"$1 under $25,000",1141
52760,"$25,000 under $50,000",3184
52760,"$50,000 under $75,000",2894
52760,"$75,000 under $100,000",3729
52760,"$100,000 under $200,000",5206
52760,"$200,000 or more",**
,,
52761,,"828,481"
52761,"$1 under $25,000",65511
52761,"$25,000 under $50,000",142986
52761,"$50,000 under $75,000",135289
52761,"$75,000 under $100,000",123427
52761,"$100,000 under $200,000",201773
52761,"$200,000 or more",159495
,,
52765,,"12,391"
52765,"$1 under $25,000",918
52765,"$25,000 under $50,000",1781
52765,"$50,000 under $75,000",2465
52765,"$75,000 under $100,000",2272
52765,"$100,000 under $200,000",4955
52765,"$200,000 or more",**
,,
52766,,"21,413"
52766,"$1 under $25,000",1530
52766,"$25,000 under $50,000",4339
52766,"$50,000 under $75,000",3780
52766,"$75,000 under $100,000",3546
52766,"$100,000 under $200,000",8218
52766,"$200,000 or more",**
,,
52768,,"42,304"
52768,"$1 under $25,000",2504
52768,"$25,000 under $50,000",4895
52768,"$50,000 under $75,000",7363
52768,"$75,000 under $100,000",7736
52768,"$100,000 under $200,000",19806
52768,"$200,000 or more",**
,,
52769,,"18,201"
52769,"$1 under $25,000",1515
52769,"$25,000 under $50,000",2491
52769,"$50,000 under $75,000",3457
52769,"$75,000 under $100,000",3065
52769,"$100,000 under $200,000",7673
52769,"$200,000 or more",**
,,
52772,,"146,918"
52772,"$1 under $25,000",9073
52772,"$25,000 under $50,000",21743
52772,"$50,000 under $75,000",25821
52772,"$75,000 under $100,000",23605
52772,"$100,000 under $200,000",40877
52772,"$200,000 or more",25799
,,
52773,,"71,346"
52773,"$1 under $25,000",4963
52773,"$25,000 under $50,000",9408
52773,"$50,000 under $75,000",12549
52773,"$75,000 under $100,000",12067
52773,"$100,000 under $200,000",18945
52773,"$200,000 or more",13414
,,
52776,,"126,468"
52776,"$1 under $25,000",9168
52776,"$25,000 under $50,000",25391
52776,"$50,000 under $75,000",22009
52776,"$75,000 under $100,000",22613
52776,"$100,000 under $200,000",30178
52776,"$200,000 or more",17109
,,
52777,,"31,376"
52777,"$1 under $25,000",2752
52777,"$25,000 under $50,000",5266
52777,"$50,000 under $75,000",7723
52777,"$75,000 under $100,000",4984
52777,"$100,000 under $200,000",10651
52777,"$200,000 or more",**
,,
52778,,"107,666"
52778,"$1 under $25,000",7216
52778,"$25,000 under $50,000",17413
52778,"$50,000 under $75,000",21222
52778,"$75,000 under $100,000",21134
52778,"$100,000 under $200,000",34034
52778,"$200,000 or more",6647
,,
52801,,"24,171"
52801,"$1 under $25,000",3298
52801,"$25,000 under $50,000",6605
52801,"$50,000 under $75,000",6068
52801,"$75,000 under $100,000",2041
52801,"$100,000 under $200,000",6159
52801,"$200,000 or more",**
,,
52802,,"149,229"
52802,"$1 under $25,000",32709
52802,"$25,000 under $50,000",49558
52802,"$50,000 under $75,000",31964
52802,"$75,000 under $100,000",17500
52802,"$100,000 under $200,000",17498
52802,"$200,000 or more",**
,,
52803,,"534,555"
52803,"$1 under $25,000",54755
52803,"$25,000 under $50,000",90513
52803,"$50,000 under $75,000",91931
52803,"$75,000 under $100,000",74094
52803,"$100,000 under $200,000",118357
52803,"$200,000 or more",104905
,,
52804,,"583,910"
52804,"$1 under $25,000",65717
52804,"$25,000 under $50,000",123885
52804,"$50,000 under $75,000",122871
52804,"$75,000 under $100,000",105704
52804,"$100,000 under $200,000",130840
52804,"$200,000 or more",34893
,,
52806,,"671,611"
52806,"$1 under $25,000",65351
52806,"$25,000 under $50,000",112281
52806,"$50,000 under $75,000",130181
52806,"$75,000 under $100,000",120619
52806,"$100,000 under $200,000",200689
52806,"$200,000 or more",42490
,,
52807,,"600,607"
52807,"$1 under $25,000",30293
52807,"$25,000 under $50,000",53923
52807,"$50,000 under $75,000",58754
52807,"$75,000 under $100,000",59557
52807,"$100,000 under $200,000",186188
52807,"$200,000 or more",211892
,,
99999,,"761,046"
99999,"$1 under $25,000",72710
99999,"$25,000 under $50,000",160478
99999,"$50,000 under $75,000",155658
99999,"$75,000 under $100,000",121818
99999,"$100,000 under $200,000",136488
99999,"$200,000 or more",113894
"** - Not shown to avoid disclosure of information 
about specific taxpayers.  However, the data are 
combined with data in an adjacent size class, 
as appropriate, and included in the appropriate totals.",,
"[1] The ZIP Code is based on the 5-digit ZIP code on the individual 
income tax return.  ZIP Codes with less than 100 returns, 
identified as a single building ZIP code, or identified as a 
nonresidential ZIP code have been categorized as other (99999).",,
"[2] The ""Number of volunteer prepared returns"" shows counts of 
returns prepared by IRS-certified volunteers to taxpayers with 
limited income, persons with disabilities, limited English speaking 
taxpayers, current and former members of the military, and 
taxpayers who are 60 years of age and older.",,
[3] Does not include returns with adjusted gross deficit.,,
"[4] ""Qualified dividends"" are ordinary dividends received 
in tax years beginning after 2002 that meet certain 
conditions and receive preferential tax rates. 
The maximum qualified dividends tax rate is 15%.",,
"[5] Includes the Alaskan permanent fund, reported by 
residents of Alaska on Forms 1040A and 1040EZ's.  
This fund only applies to statistics in the totals, and the 
state of Alaska.",,
"[6] ""Earned income credit"" includes both the refundable 
and non-refundable portions.  The non-refundable portion 
could reduce income tax and certain related taxes to zero. 
The earned income credit amounts in excess of total tax 
liability, or amounts when there was no tax liability at all, 
were refundable.  See footnote 7 below for explanation 
of the refundable portion of the earned income credit.",,
"[7] The refundable portion of the ""earned income credit"" 
equals ""total income tax"" minus the ""earned income credit.""  
If the result is negative, this amount is considered the 
refundable portion.  No other refundable credits were 
taken into account for this calculation.",,
